,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1817,628,Germany,Female,36,3,91286.51,1,1,0,63085.94,0
8498,712,Germany,Male,37,7,93978.96,2,1,0,60651.77,0
5947,656,France,Female,45,7,145933.27,1,1,1,199392.14,0
4647,781,France,Female,28,4,0.0,2,1,0,177703.15,0
1222,536,France,Male,46,1,65733.41,1,1,0,61094.53,0
8548,517,Spain,Male,46,4,0.0,1,1,0,22372.78,0
2433,759,Spain,Female,74,6,128917.84,1,1,1,48244.64,0
7739,724,Spain,Male,41,5,0.0,1,0,1,115753.94,0
6015,615,Spain,Male,59,4,155766.05,1,1,1,110275.17,0
8244,528,Spain,Female,32,0,68138.37,1,1,1,170309.19,0
2284,664,Germany,Male,39,7,60263.23,1,1,0,170835.32,0
3554,658,Spain,Male,36,1,0.0,2,0,1,84927.42,0
7479,567,Spain,Male,35,8,153137.74,1,1,0,88659.07,0
6865,736,Germany,Female,26,0,84587.9,1,0,1,188037.76,0
9986,673,Germany,Male,47,1,183579.54,2,0,1,34047.54,0
6868,462,France,Male,39,4,140133.08,2,0,0,131304.45,0
5495,721,France,Male,35,10,0.0,2,1,0,71594.26,0
1560,720,Germany,Female,43,10,110822.9,1,0,0,72861.94,0
1434,552,France,Female,41,9,124349.34,1,1,0,135635.25,0
6906,688,Spain,Female,46,3,0.0,2,0,1,104902.68,0
6302,557,Spain,Male,42,4,0.0,2,0,1,86642.38,0
6849,716,France,Female,44,1,0.0,1,1,1,152108.47,0
2722,544,France,Female,32,9,110728.39,1,1,1,14559.62,0
4970,689,Spain,Male,38,2,0.0,1,1,1,82709.8,0
3379,803,Spain,Female,45,7,0.0,2,1,1,128378.04,0
7916,562,France,Male,33,6,0.0,2,1,0,111590.35,0
8014,731,Spain,Female,39,2,126816.18,1,1,1,74850.93,0
4340,577,Spain,Female,44,8,115557.0,1,0,1,127506.76,0
6462,467,France,Male,57,1,0.0,2,1,1,114448.77,0
3424,688,Spain,Male,42,5,0.0,2,0,0,197602.29,0
6946,418,France,Male,36,7,90145.04,1,1,1,69157.93,0
1476,756,France,Female,26,5,101641.14,2,0,1,154460.68,0
1812,850,Germany,Female,33,7,134678.13,1,1,0,113177.95,0
2846,544,Germany,Male,39,4,142406.43,2,1,0,146637.45,0
2948,620,France,Female,29,1,138740.24,2,0,0,154700.61,0
2069,629,Germany,Male,28,8,108601.0,1,1,1,119647.7,0
9922,667,France,Male,36,8,139753.35,1,1,0,79871.16,0
9678,635,Spain,Male,29,2,0.0,2,0,0,117173.8,0
2302,723,France,Female,49,4,0.0,2,0,1,89972.25,0
1031,631,France,Female,22,3,0.0,2,0,0,30781.77,0
546,587,France,Male,38,0,0.0,2,1,0,47414.15,0
7439,432,France,Female,27,6,62339.81,2,0,0,53874.67,0
3696,595,France,Female,39,7,120962.13,1,0,0,23305.01,0
3876,565,Germany,Male,31,2,89558.39,2,1,1,4441.54,0
5784,631,France,Male,29,2,0.0,2,1,1,18581.84,0
9702,644,Spain,Female,31,5,86006.3,1,1,1,73922.95,0
9146,672,Germany,Male,40,4,89025.88,2,1,0,188892.19,0
4251,601,France,Male,35,2,0.0,2,1,1,118983.18,0
4159,751,France,Male,29,3,159597.45,1,1,0,39934.41,0
182,778,Germany,Female,45,1,162150.42,2,1,0,174531.27,0
6361,416,Germany,Female,25,0,97738.97,2,1,1,160523.33,0
8819,592,Germany,Male,36,10,123187.51,1,0,1,146111.35,0
9721,560,France,Female,38,5,83714.41,1,1,1,33245.97,0
9740,798,Germany,Female,29,8,80204.11,2,1,0,70223.22,0
3487,671,France,Female,31,7,41299.03,1,0,1,102681.32,0
4328,581,France,Female,55,6,0.0,1,1,1,22442.13,0
1820,604,Spain,Male,23,9,124577.33,1,1,1,7267.25,0
1550,639,Spain,Female,54,2,0.0,2,1,1,53843.71,0
7690,569,Spain,Male,31,1,115406.97,1,0,0,145528.22,0
608,699,France,Male,35,5,0.0,2,1,1,78397.24,0
7619,547,France,Female,32,2,0.0,2,1,0,132002.83,0
443,745,France,Male,46,2,122220.19,1,1,1,118024.1,0
3638,555,Spain,Male,27,5,0.0,2,0,0,96398.51,0
2801,498,Spain,Male,29,8,127864.26,1,1,1,46677.9,0
5533,553,Spain,Male,44,4,0.0,1,1,0,10789.3,0
2502,527,France,Male,32,0,0.0,1,1,0,109523.88,0
7135,681,Spain,Female,57,2,173306.13,1,0,1,131964.66,0
6763,718,France,Female,67,7,0.0,3,1,1,82782.08,0
7428,503,Spain,Male,32,9,100262.88,2,1,1,157921.25,0
3029,605,Spain,Male,39,10,105317.73,2,1,0,138021.36,0
3650,537,France,Male,38,3,0.0,2,0,0,141023.01,0
185,514,France,Male,32,8,0.0,2,1,0,95857.18,0
1705,452,France,Male,35,4,148172.44,1,1,1,4175.68,0
6723,699,Germany,Female,51,2,92246.14,2,0,1,91346.03,0
1347,521,France,Male,37,2,0.0,2,1,1,86372.24,0
5421,589,France,Female,39,7,0.0,2,0,0,95985.64,0
803,511,Spain,Female,29,9,0.0,2,0,1,140676.98,0
9007,726,France,Male,31,9,0.0,2,1,1,106117.3,0
8514,657,Spain,Male,29,7,83889.03,1,1,0,153059.62,0
4829,687,France,Male,34,5,128270.56,1,1,0,191092.62,0
7541,723,France,Male,28,4,0.0,2,1,1,123885.88,0
286,602,Spain,Male,29,5,103907.28,1,1,0,161229.84,0
2675,745,Germany,Male,38,5,65095.41,2,1,1,140197.42,0
763,742,Germany,Female,21,1,114292.48,1,1,0,31520.4,0
8356,731,Spain,Female,26,3,0.0,2,1,0,37697.29,0
2621,551,France,Female,36,5,0.0,1,1,0,183479.12,0
5607,641,Germany,Male,41,7,104405.54,3,1,0,17384.21,0
5793,763,Spain,Female,32,8,0.0,2,1,0,16725.53,0
6781,850,France,Female,42,3,0.0,2,1,1,176883.42,0
1551,730,Spain,Female,52,7,0.0,2,0,1,122398.84,0
2022,501,Germany,Male,24,4,130806.42,2,1,0,80241.14,0
8001,707,Spain,Male,32,9,0.0,2,1,0,126475.79,0
8380,522,Germany,Male,32,8,124450.36,2,1,1,165786.1,0
9201,458,Germany,Female,43,1,106870.12,2,1,0,100564.37,0
3896,741,France,Female,21,9,0.0,2,0,1,139259.54,0
1089,628,France,Female,51,3,123981.31,2,1,1,40546.15,0
567,687,Spain,Female,63,1,137715.66,1,1,1,37938.74,0
2779,733,Germany,Male,38,9,111347.37,2,0,1,194872.97,0
4757,743,Spain,Female,36,8,92716.96,1,1,1,33693.78,0
6696,567,France,Female,48,3,0.0,1,1,0,55362.45,0
2870,707,France,Female,55,1,0.0,2,0,1,54409.48,0
153,539,France,Male,37,2,127609.59,1,1,0,98646.22,0
9416,648,Germany,Male,37,6,131753.41,1,1,0,86894.67,0
9745,818,France,Male,36,4,0.0,2,1,1,8037.03,0
5236,701,France,Male,29,2,0.0,2,1,0,176943.59,0
1271,723,France,Male,42,2,99095.73,1,1,1,17512.53,0
2253,684,Spain,Female,41,7,0.0,1,1,1,138394.37,0
5145,784,Germany,Male,38,1,138515.02,1,1,1,171768.76,0
658,544,France,Male,64,9,113829.45,1,1,1,124341.49,0
4228,740,France,Female,37,9,0.0,2,1,1,73225.31,0
3807,470,France,Male,30,3,101140.76,1,1,1,50906.65,0
6615,661,France,Male,26,8,0.0,2,0,0,196875.87,0
6034,655,Spain,Male,37,8,163708.58,2,0,0,76259.23,0
1361,578,France,Male,32,4,0.0,2,1,1,141822.8,0
8271,481,France,Male,37,8,152303.66,2,1,1,175082.2,0
7208,547,Germany,Male,25,4,98141.57,2,1,1,52309.8,0
4652,734,Spain,Female,39,3,92636.96,2,1,1,125671.29,0
4063,689,France,Female,58,5,0.0,2,0,1,49848.86,0
5637,549,France,Female,29,8,0.0,2,1,1,189558.44,0
6787,502,France,Male,37,10,0.0,1,1,1,76642.68,0
5130,691,Germany,Male,38,9,163965.69,2,0,1,103511.26,0
9541,603,France,Male,38,8,59360.77,1,1,1,191457.06,0
2131,614,France,Male,38,2,116248.88,1,1,0,105140.92,0
2251,677,Spain,Female,25,8,130866.19,1,1,0,42410.21,0
3313,684,France,Male,54,6,0.0,2,1,1,94888.6,0
1963,578,Germany,Male,34,8,147487.23,2,1,0,66680.77,0
666,559,France,Female,31,3,127070.73,1,0,1,160941.78,0
1735,642,France,Male,30,8,117494.27,1,0,0,61977.82,0
6884,639,France,Male,35,8,0.0,2,1,0,170483.9,0
2501,691,Germany,Female,38,5,114753.76,1,1,0,107665.02,0
4408,687,France,Male,34,7,129895.19,1,0,1,28698.17,0
9130,756,Germany,Female,39,5,149363.12,2,1,1,109098.39,0
2376,786,Spain,Male,31,9,0.0,2,1,1,18210.36,0
4050,803,Germany,Male,41,9,137742.9,2,1,1,166957.82,0
4968,604,Spain,Male,41,3,0.0,1,0,0,11819.84,0
622,535,Germany,Female,53,5,141616.55,2,1,1,75888.65,0
9647,625,France,Male,31,5,0.0,2,0,1,90.07,0
6446,529,Spain,Male,34,9,0.0,1,1,1,93208.22,0
2586,691,France,Male,50,6,136953.47,1,1,1,2704.98,0
1536,838,France,Female,34,8,0.0,2,1,0,27472.07,0
9815,604,France,Male,34,7,0.0,2,1,1,188078.55,0
120,828,France,Male,34,8,129433.34,2,0,0,38131.77,0
1366,645,Spain,Female,37,7,0.0,2,1,0,13589.93,0
7967,583,France,Male,40,9,112701.04,1,0,0,29213.63,0
4275,536,France,Male,32,7,178011.5,2,1,0,22375.14,0
4737,791,France,Male,36,6,111168.97,1,1,1,189969.91,0
6798,800,France,Male,60,6,88541.57,2,1,1,131718.12,0
9012,540,France,Male,41,3,0.0,2,1,0,121098.65,0
5201,569,France,Male,36,1,67087.69,1,1,0,154775.7,0
727,711,France,Female,25,7,0.0,3,1,1,9679.28,0
5080,731,France,Male,29,10,0.0,2,1,1,162452.65,0
5059,707,France,Male,29,4,0.0,2,1,0,139953.94,0
6838,850,France,Male,29,6,0.0,2,1,1,10672.54,0
1805,769,Germany,Female,31,7,148913.72,2,1,0,53817.23,0
7904,449,Spain,Male,32,0,155619.36,1,1,1,166692.03,0
2400,711,Germany,Male,34,4,133467.77,2,1,1,42976.64,0
8391,619,Germany,Male,38,10,84651.79,1,1,1,184754.26,0
1426,591,France,Female,39,4,150500.64,1,1,0,14928.8,0
7758,711,France,Male,41,3,0.0,2,1,1,193747.57,0
5301,672,France,Male,39,2,0.0,2,1,0,87372.49,0
36,490,Spain,Male,31,3,145260.23,1,0,1,114066.77,0
7640,790,Germany,Female,34,2,164011.48,1,1,0,199420.41,0
4487,696,Germany,Male,31,3,150604.52,1,0,0,5566.6,0
7525,580,Germany,Male,35,9,121355.19,1,0,1,35671.45,0
602,687,France,Female,72,9,0.0,1,0,1,69829.4,0
6783,603,France,Male,31,4,0.0,2,0,1,9607.1,0
3525,625,Germany,Male,31,4,77743.01,2,1,0,75335.68,0
8941,774,Germany,Male,34,4,120875.23,2,0,1,113407.26,0
9320,636,France,Male,31,6,0.0,2,1,1,2382.61,0
7544,566,France,Male,34,3,0.0,1,0,0,188135.69,0
6251,682,France,Female,37,8,148580.12,1,1,0,35179.18,0
4077,781,Spain,Male,33,3,0.0,2,1,1,42556.33,0
3259,841,France,Male,31,2,0.0,2,1,0,173240.52,0
3640,638,Germany,Female,39,0,122501.28,2,1,1,95007.8,0
7797,502,Germany,Male,33,5,174673.65,2,1,0,33300.56,0
323,763,France,Female,31,4,0.0,2,0,0,50404.72,0
1274,562,Spain,Male,32,6,161628.66,1,1,0,91482.5,0
6528,604,Spain,Male,27,9,101352.78,1,0,0,30252.3,0
5084,774,France,Male,49,1,142767.39,1,1,1,8214.41,0
5803,526,Spain,Male,38,2,0.0,2,0,0,58010.98,0
1257,628,France,Female,38,3,0.0,2,1,1,48924.73,0
5021,638,France,Female,29,9,103417.74,1,1,1,15336.4,0
6507,742,France,Male,32,6,160485.16,1,1,0,29023.03,0
7197,707,France,Female,42,10,0.0,2,1,1,152944.39,0
2523,756,France,Female,24,1,0.0,2,1,0,184182.25,0
9036,768,France,Female,36,3,141334.95,1,0,1,125870.5,0
1428,550,France,Male,57,5,0.0,1,1,1,133501.94,0
517,779,Germany,Male,37,7,120092.52,2,1,0,135925.72,0
2383,697,France,Male,42,9,132739.26,2,0,0,174667.65,0
2984,663,France,Male,35,9,0.0,2,1,1,195580.28,0
9348,664,France,Female,34,7,93920.47,1,0,0,179913.98,0
6153,550,France,Male,31,5,142200.19,2,1,1,122221.71,0
510,524,Germany,Female,31,10,67238.98,2,1,1,161811.23,0
8612,686,Germany,Male,39,3,129626.19,2,1,1,103220.56,0
5147,669,France,Female,38,9,121858.98,1,1,0,130755.34,0
6937,589,France,Female,50,4,0.0,2,0,1,182076.97,0
2826,693,France,Female,43,4,152341.55,1,1,0,9241.78,0
6435,700,France,Male,26,4,119009.57,1,1,0,141926.43,0
6408,729,Spain,Male,44,4,107726.93,2,1,0,153064.87,0
6744,777,France,Female,30,4,0.0,2,0,1,115611.97,0
2830,575,Spain,Male,53,1,84903.33,2,0,1,26015.8,0
4742,506,Germany,Male,59,8,119152.1,2,1,1,170679.74,0
3993,696,Spain,Male,40,3,153639.11,1,1,1,138351.68,0
1460,578,France,Male,23,10,88980.32,1,1,1,125222.36,0
8068,619,Germany,Male,29,4,98955.87,1,0,1,131712.51,0
550,721,Germany,Female,36,3,65253.07,2,1,0,28737.78,0
2952,733,France,Male,51,10,141556.96,1,1,0,130189.53,0
1374,632,France,Male,44,3,107764.75,1,1,0,185667.72,0
8530,808,France,Female,33,2,103516.87,1,1,0,113907.8,0
9289,561,France,Female,31,1,81480.27,2,1,1,65234.6,0
2556,634,Spain,Female,41,4,0.0,2,1,1,164549.74,0
8256,671,Spain,Male,58,1,178713.98,1,1,1,21768.21,0
9296,586,Germany,Female,56,9,100781.75,2,1,1,54448.41,0
4923,651,Germany,Male,34,2,90355.12,2,0,0,193597.94,0
6967,466,France,Male,26,9,105522.06,1,1,0,10842.46,0
9628,662,France,Female,22,9,0.0,2,1,1,44377.65,0
9297,737,France,Male,30,8,174356.13,1,0,0,31928.5,0
8082,772,Spain,Male,36,3,112029.83,1,1,1,186948.35,0
7775,628,Spain,Male,40,10,0.0,2,1,0,103832.58,0
7127,624,France,Male,44,3,0.0,2,1,0,88407.51,0
2077,569,Spain,Female,34,6,144855.34,1,0,0,196555.32,0
6112,462,Germany,Male,34,1,94682.56,2,1,0,138478.2,0
6954,611,France,Male,38,7,0.0,1,1,1,63202.0,0
3737,663,Spain,Male,27,8,0.0,1,1,1,188007.99,0
4664,697,France,Female,23,10,0.0,2,1,1,79734.23,0
2815,694,Germany,Male,37,1,95668.82,2,1,0,100335.55,0
8037,547,France,Male,62,10,127738.75,2,1,1,85153.0,0
7513,718,France,Male,29,2,0.0,1,1,0,126336.72,0
8777,603,Spain,Male,24,1,165149.13,2,1,0,21858.28,0
7606,680,Germany,Female,31,3,127331.46,3,1,1,176433.6,0
2411,549,Germany,Female,31,9,135020.21,2,1,1,23343.18,0
4989,629,France,Male,40,9,0.0,1,1,0,106.67,0
4350,840,Spain,Female,36,6,0.0,2,1,0,141364.27,0
9005,745,Spain,Female,38,7,0.0,2,1,1,194230.82,0
5066,567,France,Female,26,2,0.0,2,1,1,78651.55,0
2971,681,Spain,Male,30,2,111093.01,1,1,0,68985.99,0
8375,565,Germany,Female,38,7,145400.69,2,1,1,83844.79,0
6219,636,Spain,Male,37,1,115137.26,1,1,0,52484.01,0
9360,552,Germany,Male,39,2,132906.88,1,0,1,149384.43,0
706,626,Germany,Male,35,4,88109.81,1,1,1,32825.5,0
8540,484,Germany,Male,40,7,106901.42,2,0,0,118045.98,0
5713,537,France,Male,47,10,0.0,2,0,1,25482.62,0
5948,473,Germany,Female,35,7,131504.73,1,1,0,189560.43,0
3718,568,France,Male,30,8,73054.37,2,1,1,27012.0,0
2760,557,Germany,Male,68,2,100194.44,1,1,1,38596.34,0
6635,666,France,Female,59,5,0.0,2,1,1,185123.09,0
7675,640,Spain,Male,37,5,158024.38,1,1,0,81298.09,0
6180,579,Spain,Male,37,4,0.0,2,1,1,32246.63,0
5060,577,France,Female,35,4,108155.49,1,1,0,105407.79,0
1146,614,Germany,Female,30,3,131344.52,2,1,0,54776.64,0
4304,555,Spain,Male,50,7,128061.0,2,1,1,62375.1,0
944,745,France,Male,36,8,67226.37,1,1,0,130789.6,0
7645,660,Germany,Male,39,9,134599.33,2,1,0,183095.87,0
2622,627,Germany,Male,27,0,185267.45,2,1,1,77027.34,0
6710,578,France,Male,39,2,0.0,2,1,0,70563.9,0
998,811,Germany,Female,28,4,167738.82,2,1,1,9903.42,0
5773,523,Spain,Female,36,8,113680.54,1,0,0,13197.44,0
3446,649,France,Male,37,9,87374.88,2,1,1,247.36,0
4174,568,France,Male,51,4,0.0,3,1,1,66586.56,0
8469,720,France,Male,71,5,183135.39,2,1,1,197688.5,0
9196,794,Spain,Female,37,9,0.0,2,1,0,68008.85,0
2079,562,France,Male,45,6,136855.24,1,1,0,46864.0,0
9585,695,Spain,Female,35,7,79858.13,2,1,1,127977.66,0
2494,666,France,Male,46,5,123873.19,1,1,1,177844.06,0
4636,619,Germany,Female,31,2,56116.3,2,0,0,2181.94,0
8277,624,Germany,Female,40,3,149961.99,2,1,0,104610.86,0
489,714,Germany,Female,55,9,180075.22,1,1,1,100127.71,0
5780,604,Germany,Female,42,10,166031.45,1,1,0,98293.14,0
5447,726,Germany,Male,50,9,94504.35,1,0,1,5078.9,0
6154,754,Germany,Female,39,3,160761.41,1,1,1,24156.03,0
5472,457,Germany,Male,42,4,126772.57,1,0,1,126106.4,0
3661,497,Germany,Male,35,7,110053.62,2,1,1,92887.06,0
5745,629,Spain,Male,32,3,0.0,2,1,1,15404.64,0
7960,673,France,Male,37,4,0.0,2,0,0,163563.07,0
9857,716,France,Male,39,1,70657.61,2,1,1,76476.05,0
1695,506,France,Male,34,7,0.0,2,0,0,115842.1,0
1710,828,Spain,Male,28,8,134766.85,1,1,0,79355.87,0
6045,549,Germany,Female,37,1,130622.34,2,1,1,128499.94,0
2317,630,France,Female,36,2,110414.48,1,1,1,48984.95,0
6208,714,France,Male,34,10,0.0,2,1,1,80234.14,0
5389,774,France,Female,32,4,0.0,2,0,0,114899.13,0
6610,422,France,Male,54,3,140014.42,1,0,1,86350.97,0
5624,617,Spain,Female,45,1,0.0,1,1,0,143298.06,0
6674,654,France,Male,36,2,112262.84,1,1,0,12873.39,0
7845,648,France,Male,34,0,0.0,1,1,1,167931.81,0
2163,605,France,Male,35,6,0.0,2,1,1,45206.57,0
9906,579,France,Female,38,4,175739.36,1,1,1,193130.55,0
3521,627,Spain,Male,49,4,111087.5,1,0,1,146680.25,0
5226,481,Spain,Male,39,1,111233.09,1,1,1,123995.15,0
6741,613,Spain,Male,44,9,100524.69,1,1,1,47298.95,0
8533,706,France,Male,34,8,0.0,2,1,1,37479.97,0
9267,748,France,Male,32,5,154737.88,2,1,1,172638.13,0
1417,607,Germany,Female,24,2,109483.54,2,0,1,127560.77,0
8702,541,France,Male,37,9,212314.03,1,0,1,148814.54,0
6942,431,Germany,Male,42,8,120822.86,2,1,0,126153.24,0
9141,850,Germany,Female,43,8,92244.83,2,1,0,54949.73,0
6815,606,Spain,Male,36,0,94153.56,1,0,1,120138.27,0
3391,570,France,Female,46,3,0.0,2,0,0,820.46,0
1350,717,France,Female,41,3,135756.96,1,1,1,103706.41,0
6916,654,France,Female,24,8,145081.73,1,1,1,130075.07,0
9039,545,Spain,Female,44,1,0.0,2,1,1,82614.89,0
9841,567,Germany,Female,46,1,68238.51,2,1,1,109572.58,0
1026,628,France,Male,33,6,0.0,2,0,0,184230.23,0
2584,748,France,Male,40,0,0.0,1,0,0,60416.76,0
8193,592,France,Female,66,5,149950.19,1,1,1,76267.59,0
7917,613,Germany,Male,38,9,126265.88,2,0,0,15859.95,0
169,682,Germany,Male,24,9,57929.81,2,0,0,53134.3,0
9071,435,Germany,Male,44,3,151739.65,1,1,0,167461.5,0
8882,731,Spain,Female,39,2,0.0,2,1,0,136737.13,0
1064,723,France,Female,20,4,0.0,2,1,1,140385.33,0
5671,743,France,Female,73,6,0.0,2,0,1,107867.38,0
4557,658,Germany,Male,37,3,168735.74,2,0,0,70370.24,0
1363,775,Spain,Male,30,4,0.0,2,0,1,57461.13,0
5027,681,Germany,Male,37,8,73179.34,2,1,1,25292.53,0
5515,527,Germany,Female,28,2,123802.98,2,1,1,155846.69,0
785,792,Spain,Male,36,5,92140.15,1,0,1,67468.67,0
8202,589,Spain,Female,27,4,0.0,2,1,0,144181.48,0
8799,454,France,Male,34,4,0.0,2,1,0,198817.72,0
4088,755,Germany,Male,40,2,137430.82,2,0,0,176768.59,0
3837,598,Spain,Female,23,6,0.0,2,1,0,153229.19,0
2329,850,France,Male,35,3,162442.35,1,1,0,183566.78,0
7108,806,Spain,Female,37,2,137794.18,2,0,1,75232.02,0
3047,784,Spain,Male,48,7,0.0,2,1,1,182609.97,0
7635,516,France,Female,29,2,104982.57,1,1,0,157378.5,0
2283,702,France,Male,45,9,74989.58,1,1,1,171014.69,0
7782,585,France,Male,54,8,87105.32,1,1,1,55346.14,0
9927,814,France,Female,31,6,87772.52,1,1,0,188516.45,0
5227,701,France,Male,23,3,0.0,2,1,0,38960.59,0
9433,643,France,Male,39,7,0.0,2,1,1,170392.59,0
1682,620,France,Male,41,0,97925.11,1,1,0,85000.32,0
2507,653,France,Male,33,1,0.0,2,0,0,53379.52,0
9709,575,France,Female,57,8,137936.94,1,1,1,84475.13,0
4488,716,France,Female,44,6,155114.9,1,0,0,133871.83,0
1475,634,France,Male,26,8,0.0,1,1,0,21760.96,0
6105,617,France,Female,34,0,131244.65,2,1,0,183229.02,0
1390,653,France,Female,27,9,0.0,2,1,0,96429.29,0
334,626,Spain,Female,37,6,108269.37,1,1,0,5597.94,0
2014,553,France,Male,32,3,116324.53,1,1,0,77304.49,0
6997,611,France,Male,68,5,82547.11,2,1,1,146448.01,0
7184,720,Germany,Male,23,0,187861.18,2,1,1,104120.17,0
6758,693,Spain,Male,28,1,145118.83,1,0,1,77742.38,0
6971,554,France,Female,44,9,135814.7,2,0,0,115091.38,0
9544,648,Germany,Female,37,7,138503.51,2,1,0,57215.85,0
7875,697,France,Female,38,1,182065.85,1,1,0,49503.5,0
8439,670,France,Male,22,2,114991.45,1,1,1,37392.56,0
2314,561,Spain,Female,28,3,0.0,2,1,0,191387.76,0
4420,714,Germany,Female,35,6,126077.43,2,1,1,53954.24,0
300,694,France,Female,31,10,0.0,2,1,0,160990.27,0
1105,514,France,Female,46,3,106511.85,1,1,0,55072.32,0
9990,714,Germany,Male,33,3,35016.6,1,1,0,53667.08,0
6654,608,France,Female,30,8,85859.76,1,0,0,142730.27,0
9812,705,Germany,Female,31,9,110941.93,2,1,0,163484.8,0
3097,476,Germany,Male,30,3,134366.42,1,1,0,68343.53,0
7043,595,Germany,Male,34,2,87967.42,2,0,1,156309.52,0
6430,678,Spain,Female,40,3,128398.38,1,1,0,168658.3,0
7246,485,France,Male,37,5,0.0,2,0,1,170226.47,0
2681,673,Germany,Male,36,5,73088.06,2,0,0,196142.26,0
4057,510,France,Female,26,6,136214.08,1,0,0,159742.33,0
1728,758,Spain,Female,40,5,93499.82,2,0,0,123218.81,0
1136,750,France,Male,22,5,0.0,2,0,1,105125.65,0
1649,731,Spain,Male,41,4,0.0,2,1,0,22299.27,0
5456,659,Germany,Male,34,9,134464.58,2,1,0,178833.34,0
2188,708,Spain,Female,32,8,187487.63,1,1,1,120115.5,0
2563,843,France,Female,27,5,0.0,2,1,1,67494.23,0
5263,809,Germany,Male,41,1,79706.25,2,1,0,165675.01,0
1648,698,Germany,Female,40,8,150777.1,1,1,0,114732.62,0
351,762,Spain,Male,39,2,81273.13,1,1,1,18719.67,0
6570,685,Spain,Male,38,4,0.0,2,1,1,35884.91,0
450,494,Germany,Female,38,7,174937.64,1,1,0,40084.32,0
2875,545,Spain,Female,33,7,173331.52,1,1,0,150452.88,0
1799,850,Spain,Female,39,10,0.0,2,1,1,143030.09,0
9502,790,Spain,Male,29,3,46057.96,2,1,1,189777.66,0
2189,480,France,Male,35,2,165692.91,1,1,1,197984.58,0
3739,627,France,Female,32,1,0.0,1,1,0,106851.7,0
892,577,France,Male,42,9,0.0,1,1,0,74077.91,0
4509,572,Germany,Female,35,1,139979.07,1,1,0,185662.84,0
2410,596,France,Female,33,1,138162.81,1,1,0,85412.54,0
6406,684,France,Male,33,4,140700.61,1,1,0,103557.93,0
2664,586,France,Male,29,3,0.0,2,1,1,142238.54,0
4181,656,Spain,Male,26,4,139584.57,1,1,0,36308.93,0
2133,688,France,Female,32,6,123157.95,1,1,0,172531.23,0
4646,805,Germany,Female,26,8,42712.87,2,1,1,28861.69,0
3789,609,Spain,Female,45,4,89122.3,1,1,1,199256.98,0
110,685,Germany,Male,30,3,90536.81,1,0,1,63082.88,0
2194,850,France,Female,34,2,0.0,2,1,1,171706.66,0
6761,573,France,Female,27,4,0.0,2,1,1,157549.6,0
1151,826,Spain,Female,29,4,129938.07,1,0,1,190200.53,0
8361,690,France,Female,35,9,107944.33,2,0,0,48478.47,0
4296,775,France,Male,40,9,126212.64,1,1,0,70196.57,0
9461,697,France,Male,40,4,0.0,2,0,1,26543.28,0
9658,713,France,Female,39,10,0.0,2,1,1,126263.97,0
4765,630,Spain,Female,49,1,0.0,2,0,1,162858.29,0
362,648,France,Female,50,9,102535.57,1,1,1,189543.19,0
7275,669,France,Female,42,9,0.0,2,0,0,135630.32,0
1453,672,France,Female,53,7,0.0,1,1,1,136910.18,0
6993,639,France,Female,35,1,103015.12,2,1,1,139094.12,0
205,550,France,Male,37,3,0.0,1,1,1,179670.31,0
7827,605,France,Male,41,10,0.0,2,0,1,97213.09,0
1727,676,Spain,Female,36,4,0.0,2,1,1,3173.31,0
4007,648,France,Female,43,7,139972.18,1,1,0,143668.58,0
1025,582,France,Female,32,4,0.0,2,1,0,59668.81,0
7019,637,France,Male,36,2,152606.82,1,1,1,71692.8,0
1517,744,France,Male,54,6,93806.31,2,0,1,140068.77,0
3523,835,France,Male,35,6,127120.07,1,1,0,28707.69,0
5462,694,France,Female,29,5,99713.87,1,0,0,112317.89,0
6512,487,France,Male,24,7,133628.09,2,1,1,98570.01,0
5681,529,Spain,Female,39,2,82766.43,1,1,1,122925.44,0
9335,737,Germany,Male,50,4,127552.85,2,1,0,4225.11,0
108,605,Spain,Male,33,5,150092.8,1,0,0,71862.79,0
8854,674,Spain,Female,39,6,0.0,2,1,1,9574.83,0
2751,704,France,Male,42,8,129735.3,2,1,1,179565.57,0
7716,684,France,Male,32,9,100249.41,2,0,1,67599.69,0
1480,646,France,Male,30,5,98014.74,1,1,1,12757.14,0
3468,820,France,Female,49,1,0.0,2,1,1,119087.25,0
972,635,Germany,Male,43,5,78992.75,2,0,0,153265.31,0
7323,742,Spain,Male,24,8,0.0,2,1,0,4070.28,0
5463,731,France,Female,36,6,0.0,1,0,0,152128.36,0
1403,739,France,Female,27,6,0.0,1,1,1,57572.38,0
9578,662,France,Male,34,2,117731.79,2,0,1,55120.79,0
6722,662,France,Male,29,5,147092.65,1,1,0,10928.3,0
3577,757,France,Male,23,2,80673.96,2,1,0,93991.65,0
9288,635,Germany,Female,36,9,81231.85,2,1,0,196731.08,0
317,706,Spain,Male,42,9,0.0,2,1,1,28714.34,0
1022,547,France,Female,48,1,179380.74,2,0,1,69263.1,0
9402,810,Germany,Male,69,3,27288.43,1,1,1,110509.9,0
5198,604,France,Male,40,1,84315.02,1,0,0,36209.1,0
9468,613,Germany,Female,45,9,142765.24,2,1,0,34749.65,0
3258,698,Germany,Female,36,7,121263.62,1,1,1,13387.88,0
